ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
208357_x_at,0.843,0.77,-0.29285,-7.372925,-0.0110333,CSH1,chorionic somatomammotropin hormone 1
207163_s_at,0.843,0.77,-0.292658,-7.3729814,-0.0202488,AKT1,AKT serine/threonine kinase 1
205912_at,0.843,0.771,0.292129,-7.3731369,0.0106466,PNLIP,pancreatic lipase
221516_s_at,0.843,0.771,-0.29211,-7.3731426,-0.0136765,MIEF1,mitochondrial elongation factor 1
213356_x_at,0.843,0.771,-0.292107,-7.3731433,-0.0105404,HNRNPA1P33,heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1
216079_at,0.843,0.771,0.292041,-7.3731627,0.0110847,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
218044_x_at,0.843,0.771,0.291976,-7.3731817,0.0230496,PTMS,parathymosin
219577_s_at,0.843,0.771,-0.291758,-7.3732458,-0.0242742,ABCA7,ATP binding cassette subfamily A member 7
221416_at,0.843,0.771,0.291453,-7.373335,0.011636,PLA2G2F,phospholipase A2 group IIF
200684_s_at,0.843,0.771,-0.291447,-7.3733368,-0.0155218,UBE2L3,ubiquitin conjugating enzyme E2 L3
208124_s_at,0.843,0.771,-0.291391,-7.3733532,-0.0094317,SEMA4F,ssemaphorin 4F
212634_at,0.843,0.771,0.291359,-7.3733627,0.0226097,UFL1,UFM1 specific ligase 1
207691_x_at,0.843,0.771,0.291282,-7.3733852,0.0252114,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
221776_s_at,0.843,0.771,-0.291238,-7.373398,-0.0285908,BRD7,bromodomain containing 7
217793_at,0.844,0.772,-0.291093,-7.3734405,-0.014138,RAB11B,"RAB11B, member RAS oncogene family"
206674_at,0.844,0.772,-0.290984,-7.3734724,-0.0099929,FLT3,fms related tyrosine kinase 3
211199_s_at,0.844,0.772,-0.290758,-7.3735385,-0.0095409,ICOSLG,inducible T-cell costimulator ligand
207687_at,0.844,0.772,0.290472,-7.373622,0.0102121,INHBC,inhibin beta C subunit
203911_at,0.844,0.772,0.290376,-7.3736498,0.0269942,RAP1GAP,RAP1 GTPase activating protein
204397_at,0.844,0.772,-0.290306,-7.3736702,-0.0113538,EML2,echinoderm microtubule associated protein like 2
210498_at,0.844,0.772,0.290227,-7.3736933,0.0068982,CLTC,clathrin heavy chain
220443_s_at,0.844,0.772,0.290129,-7.3737219,0.0111206,VAX2,ventral anterior homeobox 2
210781_x_at,0.844,0.772,0.290017,-7.3737545,0.0120814,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
218919_at,0.844,0.772,0.28999,-7.3737626,0.0281064,ZFAND1,zinc finger AN1-type containing 1
216464_x_at,0.844,0.772,0.289907,-7.3737865,0.0090821,PTGDR2,prostaglandin D2 receptor 2
220550_at,0.844,0.773,-0.289706,-7.3738451,-0.0077567,FBXO4,F-box protein 4
208747_s_at,0.844,0.773,-0.289659,-7.3738588,-0.0315507,C1S,"complement component 1, s subcomponent"
206376_at,0.844,0.773,-0.289463,-7.3739158,-0.0147773,SLC6A15,solute carrier family 6 member 15
213350_at,0.844,0.773,0.289349,-7.3739489,0.0393809,RPS11,ribosomal protein S11
217162_at,0.844,0.773,0.289314,-7.3739593,0.0150134,TSPY1,"testis specific protein, Y-linked 1"
206502_s_at,0.845,0.773,0.288954,-7.3740638,0.034261,INSM1,INSM transcriptional repressor 1
208342_x_at,0.845,0.773,0.288881,-7.3740851,0.0113136,CSH2,chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
212836_at,0.845,0.773,0.288796,-7.3741096,0.0131486,POLD3,"DNA polymerase delta 3, accessory subunit"
216442_x_at,0.845,0.774,-0.288321,-7.3742475,-0.0225546,FN1,fibronectin 1
216480_x_at,0.845,0.774,-0.288185,-7.3742869,-0.0113109,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
219579_at,0.845,0.774,0.288137,-7.3743006,0.0139583,RAB3IL1,RAB3A interacting protein like 1
210520_at,0.845,0.774,0.288043,-7.3743279,0.0083654,FETUB,fetuin B
202287_s_at,0.845,0.774,0.288004,-7.3743393,0.0088339,TACSTD2,tumor-associated calcium signal transducer 2
214392_at,0.845,0.774,-0.28781,-7.3743953,-0.0076163,IRGC,immunity related GTPase cinema
204224_s_at,0.845,0.774,-0.287771,-7.3744067,-0.0384945,GCH1,GTP cyclohydrolase 1
220422_at,0.845,0.774,-0.287651,-7.3744414,-0.0139487,UBQLN3,ubiquilin 3
211794_at,0.845,0.774,0.287371,-7.3745221,0.0187968,FYB,FYN binding protein
208069_x_at,0.845,0.775,0.28716,-7.3745831,0.0102983,GH2,growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
202051_s_at,0.846,0.775,-0.287067,-7.3746099,-0.0173746,ZMYM4,zinc finger MYM-type containing 4
204770_at,0.846,0.775,0.286881,-7.3746636,0.0141219,TAP2,"transporter 2, ATP binding cassette subfamily B member"
217705_at,0.846,0.775,0.286602,-7.3747439,0.0062918,PRKD1,protein kinase D1
218646_at,0.846,0.775,-0.286575,-7.3747518,-0.0190387,HPF1,histone PARylation factor 1
216916_s_at,0.846,0.775,-0.286334,-7.3748211,-0.0117237,DLGAP2,DLG associated protein 2
214923_at,0.846,0.775,0.286231,-7.3748509,0.0109285,ATP6V1D,ATPase H+ transporting V1 subunit D
206783_at,0.846,0.775,0.286125,-7.3748811,0.0095847,FGF4,fibroblast growth factor 4
205186_at,0.846,0.775,0.286122,-7.3748822,0.0305946,DNALI1,dynein axonemal light intermediate chain 1
218650_at,0.846,0.775,-0.286062,-7.3748993,-0.0153078,MIR1306,microRNA 1306///DGCR8 microprocessor complex subunit
210597_x_at,0.846,0.776,0.285888,-7.3749495,0.0196995,PRB1,proline rich protein BstNI subfamily 1
214813_at,0.846,0.776,-0.28581,-7.3749718,-0.0147877,ZNF75D,zinc finger protein 75D
208218_s_at,0.846,0.776,0.285661,-7.3750145,0.0115062,ACVR1B,activin A receptor type 1B
207971_s_at,0.846,0.776,-0.285407,-7.3750874,-0.0125692,CEP68,centrosomal protein 68
208645_s_at,0.846,0.776,-0.285354,-7.3751026,-0.0124383,RPS14,ribosomal protein S14
214133_at,0.846,0.776,0.28535,-7.3751037,0.0193545,MUC6,"mucin 6, oligomeric mucus/gel-forming"
215863_at,0.846,0.776,0.285325,-7.375111,0.0217114,TFR2,transferrin receptor 2
220059_at,0.846,0.776,-0.285303,-7.3751172,-0.0180154,STAP1,signal transducing adaptor family member 1
213963_s_at,0.846,0.776,0.285132,-7.3751662,0.0101739,SAP30,Sin3A associated protein 30
212682_s_at,0.847,0.776,-0.284878,-7.375239,-0.0133426,LMF2,lipase maturation factor 2
205699_at,0.847,0.776,-0.284802,-7.3752608,-0.0097405,MAP2K6,mitogen-activated protein kinase kinase 6
210499_s_at,0.847,0.776,-0.284702,-7.3752895,-0.0145559,PQBP1,polyglutamine binding protein 1
219141_s_at,0.847,0.776,-0.284698,-7.3752906,-0.0101169,AMBRA1,autophagy and beclin 1 regulator 1
210804_x_at,0.847,0.777,0.284428,-7.3753678,0.0123198,SLC8A1,solute carrier family 8 member A1
215814_at,0.847,0.777,0.2843,-7.3754042,0.0173781,DST,dystonin
206021_at,0.847,0.777,-0.284197,-7.3754338,-0.0093312,SCAND2P,SCAN domain containing 2 pseudogene
203222_s_at,0.847,0.777,-0.284101,-7.3754611,-0.017817,TLE1,transducin like enhancer of split 1
210905_x_at,0.847,0.777,0.284088,-7.3754647,0.010636,POU5F1P4,POU class 5 homeobox 1 pseudogene 4
209438_at,0.847,0.777,-0.283659,-7.3755872,-0.012739,PHKA2,phosphorylase kinase regulatory subunit alpha 2
211504_x_at,0.847,0.777,-0.283438,-7.3756501,-0.0147928,ROCK2,Rho associated coiled-coil containing protein kinase 2
210487_at,0.848,0.778,0.282517,-7.3759121,0.0091812,DNTT,DNA nucleotidylexotransferase
219297_at,0.848,0.778,0.282324,-7.3759667,0.0204072,WDR44,WD repeat domain 44
201219_at,0.848,0.778,-0.282242,-7.3759902,-0.0193571,CTBP2,C-terminal binding protein 2
206002_at,0.849,0.779,-0.281588,-7.3761755,-0.025358,ADGRG2,adhesion G protein-coupled receptor G2
219084_at,0.849,0.779,0.281493,-7.3762024,0.0111234,NSD1,nuclear receptor binding SET domain protein 1
207921_x_at,0.849,0.779,0.28124,-7.3762738,0.0128905,PAX8,paired box 8
219114_at,0.849,0.779,-0.281022,-7.3763355,-0.0138281,C3orf18,chromosome 3 open reading frame 18
210459_at,0.849,0.779,-0.280966,-7.3763511,-0.0108806,PSMD4,"proteasome 26S subunit, non-ATPase 4"
216690_at,0.849,0.78,0.280576,-7.3764613,0.0081832,OR7C1,olfactory receptor family 7 subfamily C member 1
216961_s_at,0.85,0.78,-0.279967,-7.3766329,-0.0121609,RPAIN,RPA interacting protein
221316_at,0.85,0.78,0.27965,-7.376722,0.0123701,CATSPERG,cation channel sperm associated auxiliary subunit gamma
215884_s_at,0.85,0.781,0.279348,-7.3768069,0.0222607,UBQLN2,ubiquilin 2
212358_at,0.85,0.781,0.279091,-7.3768789,0.0149871,CLIP3,CAP-Gly domain containing linker protein 3
211178_s_at,0.851,0.781,-0.278635,-7.3770066,-0.0160795,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1
215296_at,0.851,0.781,-0.27862,-7.3770107,-0.0201655,CDC42BPA,CDC42 binding protein kinase alpha
215698_at,0.851,0.781,0.278504,-7.3770432,0.0267426,KDM5A,lysine demethylase 5A
216914_at,0.851,0.781,0.278432,-7.3770635,0.0116293,CDC25C,cell division cycle 25C
210929_s_at,0.851,0.781,-0.278374,-7.3770796,-0.0092329,AHSG,alpha 2-HS glycoprotein
215101_s_at,0.851,0.781,0.278103,-7.3771554,0.0325952,CXCL5,C-X-C motif chemokine ligand 5
205781_at,0.851,0.782,-0.277553,-7.3773091,-0.0149916,VPS9D1,VPS9 domain containing 1
217282_at,0.851,0.782,0.277371,-7.3773597,0.0100121,MAN1A2,mannosidase alpha class 1A member 2
213767_at,0.852,0.782,0.277171,-7.3774155,0.0107847,KSR1,kinase suppressor of ras 1
220616_at,0.852,0.782,-0.277071,-7.3774433,-0.0100468,ZNF384,zinc finger protein 384
211577_s_at,0.852,0.782,-0.277048,-7.3774496,-0.0275945,IGF1,insulin like growth factor 1
204456_s_at,0.852,0.782,-0.276911,-7.3774878,-0.0097535,GAS1,growth arrest specific 1
221141_x_at,0.852,0.782,-0.276821,-7.3775129,-0.0186067,EPN1,epsin 1
201215_at,0.852,0.783,0.276715,-7.3775425,0.0264459,PLS3,plastin 3
215751_at,0.852,0.783,0.276473,-7.3776096,0.0075015,RBM26,RNA binding motif protein 26
211533_at,0.852,0.783,-0.276384,-7.3776345,-0.0154731,PDGFRA,platelet derived growth factor receptor alpha
213241_at,0.852,0.783,-0.276074,-7.3777205,-0.0284336,PLXNC1,plexin C1
220593_s_at,0.852,0.783,0.275925,-7.3777619,0.0138489,CCDC40,coiled-coil domain containing 40
208713_at,0.852,0.783,0.275766,-7.3778059,0.0137589,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
221721_s_at,0.853,0.784,0.275261,-7.3779455,0.0106249,LZTS1,leucine zipper tumor suppressor 1
221407_at,0.853,0.784,0.274929,-7.3780375,0.0150907,GJD2,gap junction protein delta 2
221365_at,0.853,0.784,-0.274733,-7.3780916,-0.011379,MLNR,motilin receptor
203551_s_at,0.853,0.784,-0.274551,-7.3781419,-0.0142217,COX11,"COX11, cytochrome c oxidase copper chaperone"
211053_at,0.853,0.784,0.274378,-7.3781894,0.0138943,KCNG1,potassium voltage-gated channel modifier subfamily G member 1
201282_at,0.853,0.784,-0.274355,-7.3781958,-0.0223522,OGDH,oxoglutarate dehydrogenase
206243_at,0.854,0.785,-0.273567,-7.3784127,-0.012495,TIMP4,TIMP metallopeptidase inhibitor 4
52159_at,0.854,0.785,0.273292,-7.3784883,0.0114275,HEMK1,HemK methyltransferase family member 1
217642_at,0.854,0.786,0.272725,-7.3786441,0.008375,RNF40,ring finger protein 40
215388_s_at,0.854,0.786,0.272705,-7.3786494,0.0350152,CFHR1,complement factor H related 1///complement factor H
207324_s_at,0.854,0.786,-0.272682,-7.3786558,-0.00831,DSC1,desmocollin 1
208348_s_at,0.854,0.786,-0.272447,-7.3787201,-0.0082643,CBLB,Cbl proto-oncogene B
216106_at,0.854,0.786,-0.272428,-7.3787254,-0.0108059,LOC145678,uncharacterized LOC145678
206338_at,0.854,0.786,0.272244,-7.3787755,0.0227274,ELAVL3,ELAV like neuron-specific RNA binding protein 3
205658_s_at,0.855,0.786,0.272052,-7.3788282,0.0111251,SNAPC4,small nuclear RNA activating complex polypeptide 4
215990_s_at,0.855,0.786,0.272021,-7.3788365,0.0179362,BCL6,B-cell CLL/lymphoma 6
203499_at,0.855,0.786,-0.272011,-7.3788395,-0.0274702,EPHA2,EPH receptor A2
216432_at,0.855,0.786,0.272003,-7.3788417,0.0137918,SLC28A2,solute carrier family 28 member 2
216244_at,0.855,0.786,0.27153,-7.3789708,0.0109645,IL1RN,interleukin 1 receptor antagonist
208524_at,0.855,0.787,0.271491,-7.3789813,0.0099103,GPR15,G protein-coupled receptor 15
209617_s_at,0.855,0.787,-0.271336,-7.3790235,-0.0252399,CTNND2,catenin delta 2
205579_at,0.855,0.787,0.271323,-7.3790272,0.0190739,HRH1,histamine receptor H1
218042_at,0.855,0.787,-0.271298,-7.379034,-0.0156962,COPS4,COP9 signalosome subunit 4
208173_at,0.855,0.787,0.271078,-7.3790941,0.0142589,IFNB1,interferon beta 1
202839_s_at,0.855,0.787,0.271059,-7.3790991,0.0212413,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
215871_at,0.855,0.787,-0.270894,-7.379144,-0.0103742,PLA2G5,phospholipase A2 group V
214143_x_at,0.855,0.787,0.270871,-7.3791504,0.0120132,RPL24,ribosomal protein L24
219223_at,0.855,0.787,0.270544,-7.3792393,0.0127287,CACFD1,calcium channel flower domain containing 1
215089_s_at,0.855,0.787,-0.270294,-7.3793072,-0.0173251,RBM10,RNA binding motif protein 10
211834_s_at,0.856,0.788,0.270037,-7.379377,0.0115676,TP63,tumor protein p63
213300_at,0.856,0.788,-0.270026,-7.3793799,-0.0142084,ATG2A,autophagy related 2A
207973_x_at,0.856,0.788,0.269925,-7.3794075,0.0119725,ACRV1,acrosomal vesicle protein 1
217494_s_at,0.856,0.788,-0.269561,-7.3795062,-0.0127352,PTENP1,phosphatase and tensin homolog pseudogene 1
215237_at,0.856,0.788,0.269344,-7.379565,0.0097252,DOCK9,dedicator of cytokinesis 9
217421_at,0.856,0.788,-0.26927,-7.3795848,-0.0116485,PIWIL2,piwi like RNA-mediated gene silencing 2
221172_at,0.856,0.788,0.269192,-7.3796059,0.0138071,C7orf69,chromosome 7 open reading frame 69
205435_s_at,0.856,0.789,0.268876,-7.3796913,0.01036,AAK1,AP2 associated kinase 1
214165_s_at,0.856,0.789,0.268812,-7.3797088,0.0125845,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
206809_s_at,0.856,0.789,-0.268655,-7.3797512,-0.0128337,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
216803_at,0.857,0.789,-0.268233,-7.3798649,-0.0087883,PDLIM5,PDZ and LIM domain 5
213873_at,0.857,0.789,0.268133,-7.3798918,0.0164685,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
219385_at,0.857,0.789,0.26788,-7.37996,0.0208089,SLAMF8,SLAM family member 8
214637_at,0.857,0.789,0.267723,-7.3800024,0.0097056,OSM,oncostatin M
215162_at,0.857,0.789,0.267654,-7.3800208,0.0131064,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1
205478_at,0.857,0.789,0.267629,-7.3800276,0.0263863,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A
203381_s_at,0.857,0.79,0.267477,-7.3800686,0.0549618,APOE,apolipoprotein E
213840_s_at,0.857,0.79,0.267455,-7.3800743,0.0098037,MRPS12,mitochondrial ribosomal protein S12
211695_x_at,0.857,0.79,-0.267246,-7.3801306,-0.0301225,MUC1,"mucin 1, cell surface associated"
217431_x_at,0.857,0.79,-0.267126,-7.3801628,-0.0116475,CYBB,cytochrome b-245 beta chain
218243_at,0.857,0.79,-0.267024,-7.38019,-0.0149471,RUFY1,RUN and FYVE domain containing 1
210837_s_at,0.857,0.79,0.267003,-7.3801957,0.0128675,PDE4D,phosphodiesterase 4D
211616_s_at,0.857,0.79,0.266848,-7.3802373,0.0097305,HTR2A,5-hydroxytryptamine receptor 2A
210091_s_at,0.857,0.79,0.266773,-7.3802574,0.0152498,DTNA,dystrobrevin alpha
205366_s_at,0.857,0.79,0.266691,-7.3802794,0.0289702,HOXB6,homeobox B6
208552_at,0.858,0.791,0.266164,-7.3804206,0.0094179,GRIK4,glutamate ionotropic receptor kainate type subunit 4
207706_at,0.858,0.791,0.266021,-7.3804588,0.010545,USH2A,usherin
219464_at,0.858,0.791,0.265933,-7.3804823,0.0155367,CA14,carbonic anhydrase 14
216866_s_at,0.858,0.791,-0.265912,-7.380488,-0.0098278,COL14A1,collagen type XIV alpha 1 chain
208400_at,0.858,0.791,-0.265855,-7.3805033,-0.0095347,GLP1R,glucagon like peptide 1 receptor
208036_at,0.858,0.791,0.265818,-7.380513,0.0086318,OPN1SW,"opsin 1 (cone pigments), short-wave-sensitive"
218754_at,0.858,0.791,-0.265734,-7.3805353,-0.0113073,NOL9,nucleolar protein 9
209240_at,0.858,0.791,0.265219,-7.3806729,0.0217784,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
205663_at,0.858,0.791,0.265109,-7.3807023,0.0107443,PCBP3,poly(rC) binding protein 3
220503_at,0.858,0.791,-0.265055,-7.3807166,-0.0052749,SLC13A1,solute carrier family 13 member 1
219986_s_at,0.858,0.792,-0.26487,-7.3807657,-0.0123647,ACAD10,acyl-CoA dehydrogenase family member 10
204383_at,0.858,0.792,0.264816,-7.3807802,0.0141491,TSSK2,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
217389_s_at,0.859,0.792,0.264473,-7.3808716,0.0147194,ATF5,activating transcription factor 5
215264_at,0.859,0.792,-0.26417,-7.3809518,-0.0159042,EMX1,empty spiracles homeobox 1
221990_at,0.859,0.792,-0.264143,-7.3809591,-0.0100483,PAX8,paired box 8
204110_at,0.859,0.792,0.264056,-7.3809823,0.0082938,HNMT,histamine N-methyltransferase
206484_s_at,0.859,0.793,0.263404,-7.3811551,0.0136513,XPNPEP2,X-prolyl aminopeptidase 2
220611_at,0.859,0.793,0.263237,-7.3811992,0.0112027,DAB1,"DAB1, reelin adaptor protein"
214953_s_at,0.859,0.793,0.263212,-7.3812057,0.0258823,APP,amyloid beta precursor protein
222188_at,0.859,0.793,0.263082,-7.3812401,0.0100876,TRMO,tRNA methyltransferase O
202445_s_at,0.859,0.793,0.263042,-7.3812507,0.0115173,NOTCH2,notch 2
219989_s_at,0.859,0.793,0.262993,-7.3812636,0.0074387,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
211261_at,0.859,0.793,-0.262978,-7.3812677,-0.0093711,NUP214,nucleoporin 214
211605_s_at,0.859,0.793,-0.262917,-7.3812839,-0.0172929,RARA,retinoic acid receptor alpha
207093_s_at,0.86,0.793,-0.262655,-7.381353,-0.0102682,LOC101927057,uncharacterized LOC101927057///oligodendrocyte myelin glycoprotein
215546_at,0.86,0.794,-0.262402,-7.3814198,-0.0138612,PSMD5,"proteasome 26S subunit, non-ATPase 5"
211120_x_at,0.86,0.794,-0.262348,-7.381434,-0.0080219,ESR2,estrogen receptor 2
214421_x_at,0.86,0.794,-0.262234,-7.3814639,-0.0160422,CYP2C9,cytochrome P450 family 2 subfamily C member 9
205988_at,0.86,0.794,-0.262184,-7.3814772,-0.0180569,CD84,CD84 molecule
219668_at,0.86,0.794,0.262136,-7.3814897,0.0104085,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1
214026_s_at,0.86,0.794,-0.262055,-7.3815112,-0.0125822,SPRED2,sprouty related EVH1 domain containing 2
216651_s_at,0.86,0.794,-0.26198,-7.3815308,-0.0087817,GAD2,glutamate decarboxylase 2
222094_at,0.86,0.794,0.261827,-7.3815712,0.0115515,SLX1A-SULT1A3,"SLX1A-SULT1A3 readthrough (NMD candidate)///SLX1 homolog A, structure-specific endonuclease subunit///sulfotransferase family 1A member 4///SLX1 homolog B, structure-specific endonuclease subunit///sulfotransferase family 1A member 3"
221983_at,0.86,0.794,-0.261815,-7.3815745,-0.0154329,FAM134A,family with sequence similarity 134 member A
219333_s_at,0.86,0.794,0.261697,-7.3816055,0.0100228,CAPN10,calpain 10
220053_at,0.86,0.794,0.261662,-7.3816146,0.0100717,GDF3,growth differentiation factor 3
214425_at,0.86,0.794,-0.26161,-7.3816282,-0.0095581,AMBP,alpha-1-microglobulin/bikunin precursor
208356_x_at,0.86,0.794,0.261521,-7.3816516,0.0091144,GH1,growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
214147_at,0.86,0.794,0.261258,-7.3817207,0.0109347,MROH7,maestro heat like repeat family member 7
212258_s_at,0.86,0.794,-0.26112,-7.3817571,-0.0076024,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
208531_at,0.86,0.795,0.260942,-7.3818037,0.0137099,SERPINA2,serpin family A member 2 (gene/pseudogene)
211543_s_at,0.86,0.795,0.260761,-7.3818511,0.0163443,GRK6,G protein-coupled receptor kinase 6
219591_at,0.86,0.795,-0.260694,-7.3818687,-0.0107139,CEND1,cell cycle exit and neuronal differentiation 1
207004_at,0.86,0.795,-0.26039,-7.3819482,-0.01459,BCL2,"BCL2, apoptosis regulator"
207702_s_at,0.86,0.795,-0.260386,-7.3819493,-0.0167202,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
216533_at,0.861,0.795,-0.260245,-7.3819862,-0.0068044,PCCA,propionyl-CoA carboxylase alpha subunit
215258_at,0.861,0.795,0.26011,-7.3820216,0.0113866,CADM4,cell adhesion molecule 4
207993_s_at,0.861,0.795,0.260027,-7.3820431,0.015702,CHP1,calcineurin like EF-hand protein 1
205489_at,0.861,0.796,0.259557,-7.3821659,0.0312253,CRYM,crystallin mu
215324_at,0.861,0.796,-0.259484,-7.3821851,-0.0110748,SEMA3D,semaphorin 3D
218170_at,0.861,0.796,0.259424,-7.3822007,0.0269279,ISOC1,isochorismatase domain containing 1
212069_s_at,0.862,0.796,-0.258697,-7.38239,-0.0144272,PRRC2B,proline rich coiled-coil 2B
201374_x_at,0.862,0.796,-0.258646,-7.3824031,-0.0165726,PPP2CB,protein phosphatase 2 catalytic subunit beta
206768_at,0.862,0.796,-0.258521,-7.3824356,-0.0129189,RPL3L,ribosomal protein L3 like
208211_s_at,0.862,0.797,0.258305,-7.3824917,0.0138223,ALK,anaplastic lymphoma receptor tyrosine kinase
214020_x_at,0.862,0.797,-0.258288,-7.3824962,-0.0150548,ITGB5,integrin subunit beta 5
221106_at,0.862,0.797,-0.258259,-7.3825037,-0.011322,SLC22A17,solute carrier family 22 member 17
220663_at,0.862,0.797,-0.258238,-7.382509,-0.0099234,IL1RAPL1,interleukin 1 receptor accessory protein like 1
220309_at,0.862,0.797,-0.258144,-7.3825336,-0.0118154,TTC22,tetratricopeptide repeat domain 22
212057_at,0.862,0.797,0.257487,-7.3827038,0.0215501,GSE1,Gse1 coiled-coil protein
210493_s_at,0.862,0.797,-0.25739,-7.3827288,-0.0061049,MFAP3L,microfibrillar associated protein 3 like
208231_at,0.862,0.797,0.257239,-7.3827679,0.0077547,NRG1,neuregulin 1
210364_at,0.862,0.797,-0.257223,-7.382772,-0.014854,SCN2B,sodium voltage-gated channel beta subunit 2
209115_at,0.862,0.798,0.257137,-7.3827943,0.0178303,UBA3,ubiquitin like modifier activating enzyme 3
205108_s_at,0.862,0.798,0.257045,-7.382818,0.0121885,APOB,apolipoprotein B
202239_at,0.862,0.798,-0.256852,-7.3828679,-0.0175858,PARP4,poly(ADP-ribose) polymerase family member 4
220511_s_at,0.863,0.798,-0.256492,-7.3829608,-0.0084337,DLC1,DLC1 Rho GTPase activating protein
214487_s_at,0.863,0.798,-0.256092,-7.3830638,-0.0135353,RAP2B,"RAP2B, member of RAS oncogene family///RAP2A, member of RAS oncogene family"
215517_at,0.863,0.798,-0.256042,-7.3830767,-0.0112225,PYGO1,pygopus family PHD finger 1
217877_s_at,0.863,0.799,-0.25547,-7.3832237,-0.0145819,GPBP1L1,GC-rich promoter binding protein 1 like 1
214797_s_at,0.864,0.799,0.255221,-7.3832875,0.0116737,CDK18,cyclin dependent kinase 18
211604_x_at,0.864,0.799,0.255183,-7.3832974,0.010105,HAP1,huntingtin associated protein 1
211360_s_at,0.864,0.799,0.254995,-7.3833456,0.010428,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2"
208742_s_at,0.864,0.799,0.254872,-7.3833772,0.017812,SAP18,Sin3A associated protein 18
60084_at,0.864,0.799,0.254826,-7.383389,0.0086965,CYLD,CYLD lysine 63 deubiquitinase
214846_s_at,0.864,0.799,0.254804,-7.3833944,0.0222189,ALPK3,alpha kinase 3
217156_at,0.864,0.799,-0.254804,-7.3833945,-0.0106979,HADHAP1,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit pseudogene 1"
218773_s_at,0.864,0.799,-0.254653,-7.3834331,-0.0209659,MSRB2,methionine sulfoxide reductase B2
215065_at,0.864,0.799,0.254644,-7.3834354,0.0147934,PHF8,PHD finger protein 8
215381_at,0.864,0.8,-0.254467,-7.3834808,-0.0103163,MTOR,mechanistic target of rapamycin
221175_at,0.864,0.8,0.254424,-7.3834918,0.0127598,C3orf36,chromosome 3 open reading frame 36
217929_s_at,0.864,0.8,-0.254326,-7.3835167,-0.014265,KIAA0319L,KIAA0319 like
221165_s_at,0.864,0.8,-0.254243,-7.3835381,-0.0088106,IL22,interleukin 22
216662_at,0.864,0.8,0.254111,-7.3835717,0.010909,MYO7B,myosin VIIB
217935_s_at,0.864,0.8,0.254031,-7.3835922,0.0123282,UQCC1,ubiquinol-cytochrome c reductase complex assembly factor 1
219285_s_at,0.864,0.8,0.25402,-7.383595,0.0144336,NIN,ninein
207904_s_at,0.864,0.8,0.253832,-7.3836428,0.0107034,LNPEP,leucyl and cystinyl aminopeptidase
208327_at,0.864,0.8,0.253811,-7.3836482,0.0180579,CYP2A13,cytochrome P450 family 2 subfamily A member 13
202431_s_at,0.864,0.8,-0.253718,-7.3836719,-0.0404625,MYC,v-myc avian myelocytomatosis viral oncogene homolog
201824_at,0.864,0.8,-0.253548,-7.3837153,-0.0191913,RNF14,ring finger protein 14
213854_at,0.864,0.8,-0.253331,-7.3837707,-0.0095898,SYNGR1,synaptogyrin 1
205423_at,0.864,0.801,0.253209,-7.3838017,0.0142674,AP1B1,adaptor related protein complex 1 beta 1 subunit
207085_x_at,0.865,0.801,-0.252607,-7.3839546,-0.0173212,CSF2RA,colony stimulating factor 2 receptor alpha subunit
207432_at,0.865,0.801,0.252568,-7.3839645,0.0145474,BEST2,bestrophin 2
209248_at,0.865,0.801,0.252536,-7.3839728,0.020299,GHITM,growth hormone inducible transmembrane protein
207009_at,0.865,0.801,0.252315,-7.3840287,0.0087778,PHOX2B,paired like homeobox 2b
