ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
212954_at,0.0122,0.00498,-2.866825,-3.4331264,-0.137521,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
202561_at,0.0122,0.00499,-2.866559,-3.4338403,-0.2792892,TNKS,tankyrase
221967_at,0.0122,0.00499,2.866551,-3.4338613,0.1450492,NXPH4,neurexophilin 4
208406_s_at,0.0123,0.00502,-2.864447,-3.4394944,-0.1384558,GRAP2,GRB2-related adaptor protein 2
202362_at,0.0123,0.00503,-2.863846,-3.4411054,-0.189846,RAP1A,"RAP1A, member of RAS oncogene family"
201271_s_at,0.0123,0.00503,2.863754,-3.4413503,0.1994637,RALY,RALY heterogeneous nuclear ribonucleoprotein
200673_at,0.0123,0.00503,-2.863265,-3.4426594,-0.1564859,LAPTM4A,lysosomal protein transmembrane 4 alpha
217902_s_at,0.0123,0.00504,-2.863175,-3.4429014,-0.2328828,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2
208834_x_at,0.0123,0.00504,2.862589,-3.4444696,0.0675341,SNORD42A,"small nucleolar RNA, C/D box 42A///ribosomal protein L23a"
221750_at,0.0123,0.00505,-2.862464,-3.4448031,-0.3587693,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1
207883_s_at,0.0123,0.00505,2.862444,-3.4448575,0.1188507,TFR2,transferrin receptor 2
215562_at,0.0123,0.00505,-2.862308,-3.4452194,-0.0940864,TTC39A,tetratricopeptide repeat domain 39A
204342_at,0.0123,0.00505,-2.862099,-3.4457798,-0.2570721,SLC25A24,solute carrier family 25 member 24
209409_at,0.0124,0.00507,-2.861172,-3.4482591,-0.3585729,GRB10,growth factor receptor bound protein 10
208191_x_at,0.0124,0.00507,2.860603,-3.4497806,0.1448373,PSG4,pregnancy specific beta-1-glycoprotein 4
200645_at,0.0124,0.00508,-2.860282,-3.4506382,-0.130044,GABARAP,GABA type A receptor-associated protein
207343_at,0.0124,0.00508,2.860141,-3.4510169,0.0956154,LYZL6,lysozyme like 6
219381_at,0.0124,0.00508,2.859972,-3.4514683,0.13126,C5orf42,chromosome 5 open reading frame 42
207643_s_at,0.0124,0.00508,-2.859945,-3.4515391,-0.2230467,TNFRSF1A,TNF receptor superfamily member 1A
217299_s_at,0.0124,0.00509,2.859807,-3.4519097,0.1774477,NBN,nibrin
210018_x_at,0.0124,0.00509,2.859452,-3.4528578,0.1604556,MALT1,MALT1 paracaspase
211769_x_at,0.0124,0.00509,-2.859429,-3.4529197,-0.2329523,SERINC3,serine incorporator 3
211126_s_at,0.0124,0.00509,-2.859233,-3.4534444,-0.3253645,CSRP2,cysteine and glycine rich protein 2
215433_at,0.0124,0.00509,2.859215,-3.4534925,0.1668414,DPY19L1,dpy-19 like 1
208063_s_at,0.0125,0.00511,-2.858204,-3.456195,-0.2039452,CAPN9,calpain 9
214016_s_at,0.0125,0.00511,-2.858129,-3.4563957,-0.2645333,SFPQ,splicing factor proline and glutamine rich
201322_at,0.0125,0.00511,2.857934,-3.4569167,0.2182512,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
217993_s_at,0.0125,0.00511,-2.857844,-3.4571552,-0.1539571,MAT2B,methionine adenosyltransferase 2B
215271_at,0.0125,0.00512,-2.857768,-3.4573596,-0.0829991,TNN,tenascin N
206420_at,0.0125,0.00512,-2.857413,-3.4583077,-0.3674724,IGSF6,immunoglobulin superfamily member 6
202664_at,0.0125,0.00512,-2.857176,-3.4589404,-0.2566441,WIPF1,WAS/WASL interacting protein family member 1
217872_at,0.0125,0.00513,2.857109,-3.4591199,0.1365031,PIH1D1,PIH1 domain containing 1
203546_at,0.0125,0.00513,2.856933,-3.4595888,0.1131436,IPO13,importin 13
216685_s_at,0.0125,0.00513,2.856528,-3.4606729,0.141702,MTAP,methylthioadenosine phosphorylase
212959_s_at,0.0125,0.00514,-2.856067,-3.4619028,-0.2590832,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
221241_s_at,0.0125,0.00514,2.855989,-3.4621106,0.1259641,BCL2L14,BCL2 like 14
207838_x_at,0.0126,0.00516,2.855121,-3.4644284,0.1532297,PBXIP1,PBX homeobox interacting protein 1
208755_x_at,0.0126,0.00516,2.855042,-3.4646393,0.1414656,H3F3AP4,"H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A"
210154_at,0.0126,0.00516,2.85492,-3.4649643,0.2314694,ME2,malic enzyme 2
215047_at,0.0126,0.00516,-2.854691,-3.4655768,-0.1230078,TRIM58,tripartite motif containing 58
202332_at,0.0126,0.00516,-2.854536,-3.46599,-0.1951797,LOC400927-CSNK1E,LOC400927-CSNK1E readthrough///casein kinase 1 epsilon
210792_x_at,0.0126,0.00518,2.853581,-3.4685397,0.2401101,SIVA1,SIVA1 apoptosis inducing factor
210008_s_at,0.0126,0.00518,2.853191,-3.4695813,0.1425016,MRPS12,mitochondrial ribosomal protein S12
200080_s_at,0.0126,0.00519,2.852823,-3.470563,0.1447816,H3F3AP4,"H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A"
216384_x_at,0.0126,0.0052,2.852523,-3.4713616,0.1748131,LOC100506248,"prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha"
207238_s_at,0.0127,0.0052,-2.852083,-3.472536,-0.3255238,PTPRC,"protein tyrosine phosphatase, receptor type C"
214280_x_at,0.0127,0.00521,2.851583,-3.4738709,0.2186301,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
44120_at,0.0127,0.00521,2.851404,-3.4743473,0.1178208,ADCK2,aarF domain containing kinase 2
205917_at,0.0127,0.00522,-2.850946,-3.4755671,-0.1936769,ZNF264,zinc finger protein 264
214145_s_at,0.0127,0.00523,2.850182,-3.4776041,0.1952079,SPTB,"spectrin beta, erythrocytic"
205808_at,0.0127,0.00524,2.849823,-3.4785614,0.1958052,ASPH,aspartate beta-hydroxylase
205597_at,0.0127,0.00524,2.849676,-3.4789527,0.3561162,SLC44A4,solute carrier family 44 member 4
209501_at,0.0127,0.00524,2.84948,-3.4794757,0.2106919,LOC101060399,cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2
215236_s_at,0.0128,0.00525,2.849023,-3.4806937,0.342967,PICALM,phosphatidylinositol binding clathrin assembly protein
209226_s_at,0.0128,0.00525,2.848619,-3.4817717,0.288696,TNPO1,transportin 1
210916_s_at,0.0128,0.00526,-2.848032,-3.4833336,-0.2240871,CD44,CD44 molecule (Indian blood group)
204327_s_at,0.0128,0.00528,2.847076,-3.4858822,0.1266844,ZNF202,zinc finger protein 202
208973_at,0.0128,0.00529,2.846452,-3.4875442,0.2061897,ERI3,ERI1 exoribonuclease family member 3
219437_s_at,0.0129,0.00529,-2.846273,-3.4880186,-0.2621586,ANKRD11,ankyrin repeat domain 11
AFFX-HSAC07/X00351_M_at,0.0129,0.00529,2.846164,-3.4883091,0.1975456,ACTB,actin beta
219171_s_at,0.0129,0.0053,-2.845942,-3.4889002,-0.1131042,ZNF236,zinc finger protein 236
221059_s_at,0.0129,0.0053,-2.845909,-3.4889897,-0.3563479,COTL1,coactosin like F-actin binding protein 1
213838_at,0.0129,0.00532,-2.844497,-3.4927481,-0.1913142,NOL7,nucleolar protein 7
213952_s_at,0.0129,0.00533,-2.844029,-3.4939938,-0.1538512,ALOX5,arachidonate 5-lipoxygenase
209279_s_at,0.0129,0.00533,2.843902,-3.4943297,0.1588689,NSDHL,NAD(P) dependent steroid dehydrogenase-like
216181_at,0.0129,0.00533,2.843732,-3.4947832,0.0874182,SYNJ2,synaptojanin 2
220340_at,0.0129,0.00533,2.843556,-3.4952511,0.1621601,GREB1L,growth regulation by estrogen in breast cancer 1 like
211043_s_at,0.013,0.00535,-2.842534,-3.4979698,-0.1643845,CLTB,clathrin light chain B
206325_at,0.013,0.00535,2.84248,-3.4981124,0.1306584,SERPINA6,serpin family A member 6
208823_s_at,0.013,0.00535,2.842141,-3.4990143,0.1613846,CDK16,cyclin dependent kinase 16
211829_s_at,0.013,0.00536,-2.842093,-3.4991435,-0.1166352,GPER1,G protein-coupled estrogen receptor 1
205178_s_at,0.013,0.00536,-2.842024,-3.4993257,-0.1767446,RBBP6,"RB binding protein 6, ubiquitin ligase"
203966_s_at,0.013,0.00536,2.841567,-3.5005404,0.1342048,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
212297_at,0.013,0.00538,2.840611,-3.5030828,0.2419991,ATP13A3,ATPase 13A3
221363_x_at,0.013,0.00538,2.840466,-3.5034681,0.1662373,GPR25,G protein-coupled receptor 25
219723_x_at,0.0131,0.00538,2.84028,-3.5039636,0.1189688,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3
213622_at,0.0131,0.00539,2.840031,-3.5046241,0.2947652,COL9A2,collagen type IX alpha 2 chain
221868_at,0.0131,0.00541,-2.838843,-3.50778,-0.1352075,PAIP2B,poly(A) binding protein interacting protein 2B
206092_x_at,0.0131,0.00541,2.838444,-3.5088412,0.1297208,RTEL1,regulator of telomere elongation helicase 1
218428_s_at,0.0131,0.00541,-2.838398,-3.5089644,-0.2493011,REV1,"REV1, DNA directed polymerase"
205447_s_at,0.0131,0.00542,-2.837959,-3.5101292,-0.1423272,MAP3K12,mitogen-activated protein kinase kinase kinase 12
207573_x_at,0.0131,0.00543,2.837588,-3.5111151,0.2005462,ATP5L,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
218288_s_at,0.0132,0.00543,2.837158,-3.5122578,0.2173993,CCDC90B,coiled-coil domain containing 90B
206300_s_at,0.0132,0.00545,2.836149,-3.5149358,0.3114834,PTHLH,parathyroid hormone like hormone
213701_at,0.0132,0.00545,-2.836067,-3.515152,-0.2399989,C12orf29,chromosome 12 open reading frame 29
200647_x_at,0.0132,0.00546,2.835276,-3.5172522,0.2086912,EIF3CL,eukaryotic translation initiation factor 3 subunit C-like///eukaryotic translation initiation factor 3 subunit C
221249_s_at,0.0133,0.00547,-2.834742,-3.5186696,-0.1661946,FAM117A,family with sequence similarity 117 member A
212436_at,0.0133,0.00548,2.834532,-3.5192281,0.1064466,TRIM33,tripartite motif containing 33
204881_s_at,0.0133,0.00549,2.833461,-3.522068,0.3032405,UGCG,UDP-glucose ceramide glucosyltransferase
220071_x_at,0.0133,0.00549,-2.833443,-3.5221148,-0.2087543,HAUS2,HAUS augmin like complex subunit 2
215218_s_at,0.0133,0.00551,2.832629,-3.5242744,0.160517,WDR62,WD repeat domain 62
205712_at,0.0133,0.00551,-2.8326,-3.5243504,-0.1339708,PTPRD,"protein tyrosine phosphatase, receptor type D"
200657_at,0.0133,0.00552,2.831981,-3.5259915,0.2295516,SLC25A5,solute carrier family 25 member 5
220123_at,0.0134,0.00552,2.831773,-3.5265444,0.1027396,SLC35F5,solute carrier family 35 member F5
222152_at,0.0134,0.00553,2.830914,-3.5288207,0.158308,PDCD6,programmed cell death 6
211942_x_at,0.0134,0.00554,2.830642,-3.5295414,0.1193307,RPL13AP5,"ribosomal protein L13a pseudogene 5///ribosomal protein L13a pseudogene 6///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a"
218334_at,0.0134,0.00554,2.830576,-3.5297168,0.2286634,THOC7,THO complex 7
37586_at,0.0134,0.00554,2.830496,-3.5299274,0.0739112,ZNF142,zinc finger protein 142
215037_s_at,0.0134,0.00554,2.830276,-3.5305121,0.2056605,BCL2L1,BCL2 like 1
200597_at,0.0134,0.00555,-2.829633,-3.532216,-0.2264469,EIF3A,eukaryotic translation initiation factor 3 subunit A
201167_x_at,0.0134,0.00555,2.829628,-3.5322297,0.3231597,ARHGDIA,Rho GDP dissociation inhibitor alpha
217974_at,0.0135,0.00557,-2.828611,-3.5349224,-0.19356,TM7SF3,transmembrane 7 superfamily member 3
212412_at,0.0135,0.00557,2.828605,-3.5349385,0.2215691,PDLIM5,PDZ and LIM domain 5
208367_x_at,0.0135,0.00557,-2.82857,-3.5350309,-0.1255214,CYP3A4,cytochrome P450 family 3 subfamily A member 4
219879_s_at,0.0135,0.00557,2.828322,-3.5356888,0.148704,C17orf53,chromosome 17 open reading frame 53
210935_s_at,0.0135,0.00558,2.828156,-3.5361275,0.1572245,WDR1,WD repeat domain 1
219336_s_at,0.0135,0.00559,2.827212,-3.5386262,0.1493193,ASCC1,activating signal cointegrator 1 complex subunit 1
221769_at,0.0135,0.0056,-2.82686,-3.539559,-0.1630352,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3
218871_x_at,0.0135,0.0056,-2.826821,-3.5396615,-0.2302285,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
204276_at,0.0135,0.0056,-2.826801,-3.539715,-0.230168,TK2,"thymidine kinase 2, mitochondrial"
201267_s_at,0.0136,0.00561,2.826135,-3.5414776,0.1949808,PSMC3,"proteasome 26S subunit, ATPase 3"
218062_x_at,0.0136,0.00562,-2.825674,-3.5426982,-0.16386,CDC42EP4,CDC42 effector protein 4
218201_at,0.0136,0.00562,2.825263,-3.5437857,0.1939501,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
212618_at,0.0136,0.00563,2.825042,-3.5443694,0.1043049,ZNF609,zinc finger protein 609
213669_at,0.0136,0.00563,2.825009,-3.5444561,0.1355115,FCHO1,FCH domain only 1
205732_s_at,0.0136,0.00564,2.824102,-3.5468572,0.2327763,NCOA2,nuclear receptor coactivator 2
210248_at,0.0136,0.00565,-2.823975,-3.5471931,-0.1108469,WNT7A,Wnt family member 7A
214942_at,0.0136,0.00565,2.823499,-3.5484495,0.1197152,RBM34,RNA binding motif protein 34
209181_s_at,0.0137,0.00567,2.822569,-3.5509087,0.2451344,SNORD45C,"small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit"
218098_at,0.0137,0.00568,2.82207,-3.5522294,0.2402829,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
220117_at,0.0137,0.00568,-2.821671,-3.5532838,-0.1556595,ZNF385D,zinc finger protein 385D
209725_at,0.0137,0.00569,2.82145,-3.5538663,0.1519419,UTP20,"UTP20, small subunit processome component"
213929_at,0.0137,0.00569,-2.821231,-3.5544472,-0.2963568,EXPH5,exophilin 5
200767_s_at,0.0137,0.0057,2.820931,-3.555238,0.1343968,FAM120A,family with sequence similarity 120A
211866_x_at,0.0137,0.0057,2.820767,-3.5556725,0.1095244,HFE,hemochromatosis
209776_s_at,0.0138,0.00571,-2.819831,-3.5581437,-0.1135615,SLC19A1,solute carrier family 19 member 1
203711_s_at,0.0138,0.00572,2.819264,-3.5596431,0.1846006,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
217717_s_at,0.0138,0.00573,-2.818569,-3.5614769,-0.2298524,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
213017_at,0.0138,0.00574,2.81808,-3.5627687,0.1850739,ABHD3,abhydrolase domain containing 3
206660_at,0.0138,0.00575,2.817815,-3.563467,0.1464736,IGLL1,immunoglobulin lambda like polypeptide 1
215275_at,0.0139,0.00575,2.817718,-3.5637239,0.1048633,TRAF3IP3,TRAF3 interacting protein 3
212504_at,0.0139,0.00575,-2.817717,-3.5637272,-0.1438888,DIP2C,disco interacting protein 2 homolog C
204314_s_at,0.0139,0.00575,-2.817666,-3.5638612,-0.2320869,CREB1,cAMP responsive element binding protein 1
208151_x_at,0.0139,0.00575,-2.817377,-3.5646247,-0.4359082,DDX17,DEAD-box helicase 17
202235_at,0.0139,0.00576,2.817077,-3.5654167,0.1284292,SLC16A1,solute carrier family 16 member 1
215177_s_at,0.0139,0.00576,-2.817049,-3.5654905,-0.272362,ITGA6,integrin subunit alpha 6
201538_s_at,0.0139,0.00576,2.816822,-3.5660899,0.1512858,DUSP3,dual specificity phosphatase 3
209532_at,0.0139,0.00577,-2.81639,-3.5672295,-0.0918663,PLAA,phospholipase A2 activating protein
209306_s_at,0.0139,0.00577,-2.816347,-3.5673416,-0.2395646,SWAP70,SWAP switching B-cell complex 70kDa subunit
213346_at,0.0139,0.00578,2.816006,-3.5682409,0.1687194,TEX30,testis expressed 30
212209_at,0.0139,0.00578,-2.815974,-3.5683258,-0.1872978,MED13L,mediator complex subunit 13 like
205908_s_at,0.0139,0.00578,-2.815781,-3.5688354,-0.22553,OMD,osteomodulin
218150_at,0.0139,0.00579,-2.815217,-3.5703232,-0.1661237,LOC101929356,uncharacterized LOC101929356///ADP ribosylation factor like GTPase 5A
200042_at,0.0139,0.00579,2.815148,-3.5705052,0.1639789,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase"
207874_s_at,0.0139,0.0058,2.814947,-3.5710353,0.1348929,CFHR4,complement factor H related 4
221981_s_at,0.014,0.0058,2.814663,-3.5717848,0.1200492,WDR59,WD repeat domain 59
219699_at,0.014,0.0058,2.814556,-3.5720668,0.1268281,LGI2,leucine rich repeat LGI family member 2
214130_s_at,0.014,0.0058,2.81455,-3.5720825,0.2343029,LOC101930416,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
222204_s_at,0.014,0.0058,2.814528,-3.572141,0.2773622,RRN3,"RRN3 homolog, RNA polymerase I transcription factor"
221724_s_at,0.014,0.00581,-2.814244,-3.5728902,-0.1832722,CLEC4A,C-type lectin domain family 4 member A
212490_at,0.014,0.00584,-2.812469,-3.5775696,-0.0987918,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8
205937_at,0.014,0.00584,2.812236,-3.5781817,0.1410575,CGREF1,cell growth regulator with EF-hand domain 1
200001_at,0.014,0.00584,-2.812154,-3.5783986,-0.1975461,CAPNS1,calpain small subunit 1
211429_s_at,0.0141,0.00585,-2.811759,-3.5794395,-0.4649217,SERPINA1,serpin family A member 1
206950_at,0.0141,0.00585,2.811513,-3.5800867,0.1062571,SCN9A,sodium voltage-gated channel alpha subunit 9
205270_s_at,0.0141,0.00588,-2.810186,-3.5835838,-0.1994485,LCP2,lymphocyte cytosolic protein 2
214635_at,0.0141,0.00588,2.809653,-3.5849875,0.130501,CLDN9,claudin 9
208841_s_at,0.0141,0.00589,2.809602,-3.5851207,0.1981209,G3BP2,G3BP stress granule assembly factor 2
206567_s_at,0.0142,0.00589,-2.80918,-3.586233,-0.1895807,PHF20,PHD finger protein 20
214642_x_at,0.0142,0.0059,2.808799,-3.5872358,0.3383841,MAGEA10-MAGEA5,MAGEA10-MAGEA5 readthrough///MAGE family member A5
203218_at,0.0142,0.0059,2.8086,-3.5877589,0.2794322,MAPK9,mitogen-activated protein kinase 9
35626_at,0.0142,0.00591,-2.808318,-3.5885016,-0.1836667,SGSH,N-sulfoglucosamine sulfohydrolase
213246_at,0.0142,0.00591,2.808199,-3.5888152,0.2869882,TMEM251,transmembrane protein 251
208478_s_at,0.0142,0.00591,2.807885,-3.5896401,0.2624163,BAX,"BCL2 associated X, apoptosis regulator"
65472_at,0.0142,0.00592,-2.807343,-3.5910655,-0.098811,C2orf68,chromosome 2 open reading frame 68
203905_at,0.0142,0.00593,2.807089,-3.5917363,0.1147757,PARN,poly(A)-specific ribonuclease
219212_at,0.0143,0.00594,2.806538,-3.593185,0.2426052,HSPA14,heat shock protein family A (Hsp70) member 14
220561_at,0.0143,0.00594,-2.806296,-3.5938224,-0.150277,IGF2-AS,IGF2 antisense RNA
202166_s_at,0.0143,0.00595,2.805804,-3.595116,0.2501433,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2
202413_s_at,0.0143,0.00595,2.805569,-3.5957331,0.2524284,USP1,ubiquitin specific peptidase 1
214999_s_at,0.0143,0.00596,-2.805519,-3.5958652,-0.1056831,RAB11FIP3,RAB11 family interacting protein 3
219265_at,0.0143,0.00596,-2.805177,-3.5967636,-0.1109978,MOB3B,MOB kinase activator 3B
208596_s_at,0.0143,0.00597,2.804747,-3.5978952,0.4038347,UGT1A3,UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
208601_s_at,0.0143,0.00597,-2.804411,-3.5987781,-0.0835794,TUBB1,tubulin beta 1 class VI
214986_x_at,0.0144,0.00599,2.803804,-3.6003741,0.1200317,PPIL2,peptidylprolyl isomerase like 2
205098_at,0.0144,0.00599,-2.803636,-3.6008154,-0.2485251,CCR1,C-C motif chemokine receptor 1
208931_s_at,0.0144,0.006,2.803228,-3.6018878,0.2171344,ILF3,interleukin enhancer binding factor 3
204451_at,0.0144,0.00601,-2.802443,-3.6039512,-0.3996978,FZD1,frizzled class receptor 1
213218_at,0.0144,0.00602,-2.801725,-3.6058373,-0.1442646,ZSCAN26,zinc finger and SCAN domain containing 26
206371_at,0.0144,0.00602,-2.80161,-3.6061383,-0.1535804,FOLR3,folate receptor 3
210926_at,0.0144,0.00602,2.801534,-3.6063389,0.1056792,POTEKP,"POTE ankyrin domain family member K, pseudogene"
212374_at,0.0145,0.00604,2.800743,-3.6084153,0.1049617,FEM1B,fem-1 homolog B
201616_s_at,0.0145,0.00604,-2.800434,-3.6092265,-0.3620186,CALD1,caldesmon 1
218878_s_at,0.0145,0.00607,-2.798842,-3.6134057,-0.2442751,SIRT1,sirtuin 1
215495_s_at,0.0145,0.00607,2.798733,-3.6136929,0.1837933,SAMD4A,sterile alpha motif domain containing 4A
211507_s_at,0.0146,0.00608,2.798558,-3.6141519,0.1219875,MTMR3,myotubularin related protein 3
202959_at,0.0146,0.00608,-2.798189,-3.6151188,-0.2416252,MUT,methylmalonyl-CoA mutase
214294_at,0.0146,0.00609,-2.798013,-3.6155814,-0.1002694,KIAA0485,uncharacterized LOC57235
219310_at,0.0146,0.00609,2.797922,-3.6158209,0.1412197,SYNDIG1,synapse differentiation inducing 1
205347_s_at,0.0146,0.0061,-2.797477,-3.6169871,-0.548057,TMSB15B,thymosin beta 15B///thymosin beta 15a
211494_s_at,0.0146,0.0061,-2.797475,-3.6169923,-0.1843447,SLC4A4,solute carrier family 4 member 4
209732_at,0.0146,0.0061,-2.797114,-3.61794,-0.2916653,CLEC2B,C-type lectin domain family 2 member B
203851_at,0.0146,0.0061,-2.797107,-3.6179583,-0.4803275,IGFBP6,insulin like growth factor binding protein 6
209251_x_at,0.0146,0.00611,2.79653,-3.6194706,0.1530858,TUBA1C,tubulin alpha 1c
78495_at,0.0146,0.00611,2.796489,-3.6195786,0.0920276,ZNF783,zinc finger family member 783
219880_at,0.0147,0.00614,2.79498,-3.6235362,0.1912675,CTC-338M12.4,uncharacterized LOC101928649
214985_at,0.0147,0.00615,-2.794503,-3.6247855,-0.1602238,EXT1,exostosin glycosyltransferase 1
210710_at,0.0147,0.00616,2.793795,-3.6266396,0.1422248,AGGF1,angiogenic factor with G-patch and FHA domains 1
207559_s_at,0.0147,0.00617,2.793391,-3.6276987,0.1571937,ZMYM3,zinc finger MYM-type containing 3
219428_s_at,0.0148,0.00618,-2.792913,-3.6289501,-0.1624185,PXMP4,peroxisomal membrane protein 4
219543_at,0.0148,0.00619,2.792243,-3.6307051,0.1899954,PBLD,phenazine biosynthesis like protein domain containing
220694_at,0.0148,0.00619,-2.791971,-3.631418,-0.1914085,ASAP1-IT1,ASAP1 intronic transcript 1
206707_x_at,0.0148,0.0062,-2.791812,-3.6318361,-0.1634979,FAM65B,family with sequence similarity 65 member B
